,GENE,POS
5357,ENSG00000171161,"[249132409, 249143716]"
470,ENSG00000222952,"[13949679, 13949779]"
3915,ENSG00000252357,"[173777627, 173777760]"
2858,ENSG00000213240,"[145209119, 145291972]"
1789,ENSG00000263908,"[62544458, 62544531]"
4332,ENSG00000198700,"[201798269, 201853422]"
4435,ENSG00000252731,"[204622230, 204622314]"
204,ENSG00000266075,"[3699379, 3699673]"
2005,ENSG00000154027,"[77747736, 78025651]"
5096,ENSG00000116984,"[236958610, 237067281]"
4233,ENSG00000251813,"[194457233, 194457335]"
2650,ENSG00000198765,"[115397424, 115537991]"
2352,ENSG00000156875,"[100503653, 100548933]"
1754,ENSG00000231740,"[59304120, 59316926]"
1215,ENSG00000200796,"[38862331, 38862437]"
5238,ENSG00000242042,"[246679341, 246687589]"
4750,ENSG00000162819,"[222885895, 222908538]"
4769,ENSG00000188460,"[224051428, 224052553]"
1451,ENSG00000117472,"[46640745, 46651630]"
2215,ENSG00000122484,"[92764522, 92867613]"
2907,ENSG00000271721,"[146647181, 146649319]"
1903,ENSG00000225242,"[68748071, 68748305]"
979,ENSG00000221550,"[29580054, 29580195]"
549,ENSG00000268674,"[16865561, 16866070]"
5128,ENSG00000155816,"[240177648, 240638489]"
4205,ENSG00000221145,"[192460258, 192460350]"
2266,ENSG00000198691,"[94458393, 94586688]"
4272,ENSG00000225172,"[198952450, 198954529]"
1425,ENSG00000186603,"[45792545, 45794347]"
3819,ENSG00000198734,"[169483404, 169555826]"
576,ENSG00000159363,"[17312453, 17338423]"
1452,ENSG00000250719,"[46641158, 46642150]"
3694,ENSG00000225122,"[163392195, 163392954]"
445,ENSG00000229571,"[13216356, 13219581]"
4060,ENSG00000198216,"[181382238, 181777219]"
4878,ENSG00000143774,"[228327663, 228336685]"
627,ENSG00000173436,"[19923477, 19956314]"
347,ENSG00000175279,"[10490159, 10512210]"
341,ENSG00000264881,"[10287776, 10287861]"
4311,ENSG00000163395,"[201159953, 201198080]"
5176,ENSG00000215800,"[242935922, 242936405]"
777,ENSG00000001460,"[24683489, 24743424]"
3881,ENSG00000197959,"[171810621, 172387606]"
3245,ENSG00000184330,"[153389000, 153395701]"
5042,ENSG00000237520,"[235092978, 235095736]"
5039,ENSG00000227630,"[234859789, 234867390]"
303,ENSG00000131686,"[9005926, 9035151]"
926,ENSG00000130768,"[28261504, 28285668]"
4198,ENSG00000233882,"[191190289, 191197597]"
675,ENSG00000236216,"[21724480, 21724855]"
4478,ENSG00000226780,"[206214526, 206223548]"
2308,ENSG00000225923,"[96856208, 96856949]"
584,ENSG00000159339,"[17634690, 17690499]"
2012,ENSG00000077254,"[78161672, 78225537]"
3593,ENSG00000228863,"[160640568, 160653698]"
4932,ENSG00000213029,"[229440129, 229441248]"
3532,ENSG00000248442,"[159320883, 159321816]"
241,ENSG00000231868,"[6503094, 6507066]"
1862,ENSG00000239319,"[66226743, 66227035]"
1479,ENSG00000186377,"[47427036, 47516423]"
2014,ENSG00000180488,"[78245309, 78344106]"
3479,ENSG00000183853,"[157963063, 158070052]"
786,ENSG00000238986,"[24993474, 24993578]"
3119,ENSG00000233717,"[151084388, 151085204]"
170,ENSG00000229393,"[2424876, 2425918]"
2536,ENSG00000221538,"[111195564, 111195653]"
2815,ENSG00000226897,"[143498344, 143517299]"
896,ENSG00000142765,"[27668513, 27680421]"
2779,ENSG00000231752,"[121261143, 121310591]"
1376,ENSG00000227163,"[44553630, 44554149]"
3809,ENSG00000237707,"[169073362, 169074145]"
3282,ENSG00000273026,"[153938992, 153939406]"
3597,ENSG00000122224,"[160765864, 160798051]"
3753,ENSG00000152382,"[166825747, 166845564]"
477,ENSG00000234593,"[14675450, 14677518]"
3625,ENSG00000158859,"[161154098, 161168846]"
337,ENSG00000224340,"[10114503, 10114839]"
1895,ENSG00000235055,"[68509013, 68509916]"
320,ENSG00000171608,"[9711790, 9789172]"
2129,ENSG00000153936,"[87380331, 87602334]"
3976,ENSG00000242193,"[177975271, 178007085]"
635,ENSG00000188784,"[20246502, 20250110]"
620,ENSG00000265192,"[19646299, 19646554]"
3662,ENSG00000229808,"[161860623, 161861986]"
2761,ENSG00000273131,"[120693320, 120697146]"
1658,ENSG00000211452,"[54356912, 54376759]"
2102,ENSG00000142867,"[85731931, 85742773]"
2963,ENSG00000270656,"[147983307, 147983593]"
2186,ENSG00000225446,"[91317316, 91319843]"
5197,ENSG00000226828,"[244080704, 244210619]"
5205,ENSG00000225401,"[244558278, 244558962]"
4957,ENSG00000177614,"[230457392, 230561475]"
2874,ENSG00000198483,"[145549230, 145568526]"
4156,ENSG00000229739,"[186420213, 186420881]"
5267,ENSG00000259865,"[247350583, 247351828]"
681,ENSG00000142794,"[21766621, 21811498]"
2312,ENSG00000234226,"[97049973, 97050290]"
1709,ENSG00000199831,"[55842199, 55842525]"
2298,ENSG00000230434,"[95816807, 95817810]"
4192,ENSG00000231175,"[190594020, 190770788]"
1261,ENSG00000131238,"[40538379, 40563375]"
4017,ENSG00000162782,"[179560748, 179660407]"
3631,ENSG00000263548,"[161196976, 161197051]"
1950,ENSG00000227016,"[73230714, 73245974]"
4711,ENSG00000234863,"[220628496, 220628654]"
3794,ENSG00000228697,"[168370067, 168391894]"
22,ENSG00000224813,"[334126, 334305]"
735,ENSG00000125945,"[23685941, 23695935]"
536,ENSG00000132881,"[16558195, 16563657]"
3087,ENSG00000264553,"[150524405, 150524490]"
2769,ENSG00000233029,"[120925634, 120933000]"
1585,ENSG00000264613,"[52461412, 52461709]"
3253,ENSG00000196154,"[153516089, 153522612]"
1349,ENSG00000117400,"[43803478, 43818443]"
866,ENSG00000260063,"[27018623, 27020622]"
1127,ENSG00000201868,"[35661570, 35661663]"
5229,ENSG00000231612,"[245837034, 245839780]"
122,ENSG00000215791,"[1497726, 1499904]"
5202,ENSG00000237759,"[244270667, 244272313]"
4947,ENSG00000135763,"[229761981, 229795946]"
1767,ENSG00000134709,"[60280458, 60342050]"
3489,ENSG00000158485,"[158297741, 158301321]"
4736,ENSG00000232679,"[222215047, 222238105]"
3201,ENSG00000187180,"[152647771, 152649050]"
1607,ENSG00000236290,"[53038786, 53039488]"
2095,ENSG00000153898,"[85391268, 85462796]"
4291,ENSG00000273093,"[200284563, 200285095]"
3127,ENSG00000143398,"[151170425, 151222012]"
2421,ENSG00000228347,"[104695928, 104696452]"
1797,ENSG00000162607,"[62901968, 62917475]"
3197,ENSG00000185962,"[152595310, 152595579]"
3835,ENSG00000263390,"[170120519, 170120603]"
1506,ENSG00000223814,"[48226804, 48231219]"
4026,ENSG00000143337,"[179851177, 179894135]"
4466,ENSG00000069275,"[205681947, 205719404]"
2474,ENSG00000270066,"[109642815, 109643241]"
3194,ENSG00000163202,"[152551857, 152552980]"
4030,ENSG00000135837,"[179923873, 180084015]"
1193,ENSG00000214141,"[38242342, 38245090]"
1220,ENSG00000214114,"[39328636, 39347289]"
2823,ENSG00000226637,"[143719663, 143721171]"
1194,ENSG00000227416,"[38248129, 38248557]"
2627,ENSG00000134262,"[114437370, 114447823]"
2364,ENSG00000207750,"[100746797, 100746864]"
2812,ENSG00000238261,"[143377281, 143401533]"
78,ENSG00000273443,"[997588, 998668]"
1698,ENSG00000233203,"[55353236, 55354523]"
3978,ENSG00000075391,"[178062864, 178448644]"
2476,ENSG00000179902,"[109648573, 109656479]"
3267,ENSG00000235015,"[153689779, 153690823]"
4183,ENSG00000226196,"[189101481, 189102423]"
2755,ENSG00000226446,"[120428927, 120429550]"
2190,ENSG00000232393,"[91489476, 91490361]"
370,ENSG00000253086,"[11212407, 11212509]"
485,ENSG00000233485,"[15653176, 15670372]"
4356,ENSG00000229120,"[202338654, 202339273]"
520,ENSG00000231353,"[16314677, 16314936]"
571,ENSG00000235241,"[17215590, 17216097]"
2647,ENSG00000201900,"[115270341, 115270445]"
3092,ENSG00000253047,"[150573015, 150573135]"
2281,ENSG00000232857,"[95116100, 95116934]"
1943,ENSG00000231985,"[72036639, 72039241]"
2816,ENSG00000235566,"[143527555, 143533272]"
947,ENSG00000206779,"[28749066, 28749166]"
2356,ENSG00000122435,"[100598706, 100616053]"
4917,ENSG00000202257,"[228779556, 228779674]"
1489,ENSG00000224805,"[47644922, 47646011]"
3116,ENSG00000197622,"[151023447, 151042801]"
3073,ENSG00000118298,"[150229554, 150237478]"
1096,ENSG00000221225,"[33907626, 33907712]"
2124,ENSG00000153923,"[87099956, 87121059]"
2655,ENSG00000134259,"[115828539, 115880857]"
4476,ENSG00000236889,"[206164084, 206166270]"
3031,ENSG00000202496,"[149605917, 149606079]"
4143,ENSG00000228309,"[185527504, 185597659]"
2824,ENSG00000240007,"[143719704, 143721519]"
510,ENSG00000162458,"[16083102, 16113089]"
1861,ENSG00000224570,"[66041812, 66044063]"
3242,ENSG00000237008,"[153352297, 153353275]"
1359,ENSG00000142949,"[43990858, 44089343]"
1107,ENSG00000270241,"[34742460, 34742893]"
533,ENSG00000142632,"[16524349, 16539104]"
4580,ENSG00000198570,"[211649864, 211666259]"
2426,ENSG00000232952,"[106434361, 106436139]"
2998,ENSG00000179571,"[149089875, 149130302]"
2168,ENSG00000231999,"[90048800, 90098453]"
2668,ENSG00000228127,"[116461997, 116468529]"
4421,ENSG00000174567,"[204167288, 204183220]"
5036,ENSG00000241475,"[234796017, 234802850]"
4819,ENSG00000213032,"[226151879, 226152128]"
4382,ENSG00000143847,"[202995626, 203047868]"
5139,ENSG00000231440,"[240751822, 240754048]"
2731,ENSG00000232650,"[119870799, 119898805]"
2897,ENSG00000244371,"[146392310, 146392852]"
1730,ENSG00000021852,"[57394883, 57431813]"
5280,ENSG00000169224,"[247670360, 247740992]"
1002,ENSG00000200154,"[31408535, 31408620]"
4912,ENSG00000199334,"[228768378, 228768496]"
4313,ENSG00000081277,"[201252580, 201302121]"
4951,ENSG00000228058,"[230138477, 230142909]"
4223,ENSG00000221680,"[193105633, 193105713]"
883,ENSG00000158246,"[27331511, 27339327]"
2736,ENSG00000232780,"[119977079, 119977703]"
3361,ENSG00000160767,"[155216996, 155225274]"
1688,ENSG00000230728,"[55087150, 55094111]"
1347,ENSG00000253313,"[43747554, 43751288]"
3216,ENSG00000163206,"[152850793, 152857523]"
1708,ENSG00000232198,"[55838383, 55838989]"
3225,ENSG00000163216,"[153012201, 153014407]"
5360,ENSG00000185220,"[249200395, 249214145]"
670,ENSG00000235112,"[21487968, 21488574]"
1266,ENSG00000259943,"[40722099, 40723639]"
3551,ENSG00000243284,"[159824106, 159832447]"
4800,ENSG00000225334,"[224954602, 224961043]"
2679,ENSG00000230381,"[116971671, 116975990]"
1551,ENSG00000265538,"[51525509, 51525577]"
2325,ENSG00000270911,"[98321131, 98322381]"
4817,ENSG00000248322,"[226124111, 226125257]"
5095,ENSG00000077522,"[236849754, 236927931]"
4113,ENSG00000199840,"[184140848, 184140957]"
4863,ENSG00000215812,"[227884593, 227894412]"
3549,ENSG00000188004,"[159804264, 159825137]"
3586,ENSG00000162739,"[160454820, 160493052]"
1365,ENSG00000233674,"[44209142, 44209412]"
2225,ENSG00000122406,"[93297582, 93307481]"
4546,ENSG00000224260,"[209701800, 209741018]"
5062,ENSG00000238236,"[235683269, 235683983]"
363,ENSG00000271895,"[11089716, 11090585]"
2601,ENSG00000155367,"[113252616, 113258099]"
4528,ENSG00000234219,"[207935929, 207936608]"
2359,ENSG00000271415,"[100662372, 100662607]"
2333,ENSG00000117598,"[99355806, 99470588]"
4688,ENSG00000196660,"[219858769, 220131989]"
614,ENSG00000211454,"[19592476, 19600688]"
1760,ENSG00000237352,"[59522315, 59553867]"
91,ENSG00000176022,"[1167629, 1170421]"
1644,ENSG00000225030,"[53757463, 53757810]"
4457,ENSG00000199059,"[205417430, 205417526]"
3878,ENSG00000213060,"[171772657, 171773079]"
2563,ENSG00000227179,"[111925482, 111934441]"
1964,ENSG00000178965,"[75033795, 75139422]"
5160,ENSG00000174371,"[242011269, 242058450]"
4339,ENSG00000176393,"[201951500, 201975275]"
4032,ENSG00000223450,"[179969573, 179969943]"
3664,ENSG00000227818,"[162008806, 162009357]"
3185,ENSG00000197915,"[152184558, 152196669]"
3581,ENSG00000202078,"[160295894, 160296006]"
1661,ENSG00000219102,"[54440642, 54441704]"
2401,ENSG00000230864,"[103228878, 103319398]"
4798,ENSG00000229400,"[224905206, 224918364]"
142,ENSG00000169885,"[1846266, 1848735]"
3393,ENSG00000207475,"[155889700, 155889836]"
258,ENSG00000237365,"[7068436, 7074339]"
1496,ENSG00000186790,"[47881744, 47883723]"
1602,ENSG00000085840,"[52838501, 52870131]"
4540,ENSG00000228081,"[209346359, 209346720]"
2741,ENSG00000203857,"[120049821, 120057681]"
3698,ENSG00000212538,"[163892907, 163893109]"
649,ENSG00000226487,"[20738797, 20739746]"
2323,ENSG00000230718,"[98240225, 98240582]"
5355,ENSG00000175137,"[249104648, 249120832]"
970,ENSG00000225616,"[29308790, 29309120]"
3017,ENSG00000273213,"[149398877, 149400540]"
1305,ENSG00000127124,"[41972036, 42501596]"
4385,ENSG00000234775,"[203096387, 203097082]"
3998,ENSG00000234041,"[179106899, 179107069]"
4261,ENSG00000151414,"[198126093, 198291550]"
4177,ENSG00000235083,"[188640484, 188640890]"
2284,ENSG00000143036,"[95285898, 95360802]"
2500,ENSG00000213366,"[110210644, 110252171]"
1782,ENSG00000162604,"[62146718, 62191095]"
1363,ENSG00000229444,"[44175063, 44193014]"
1468,ENSG00000142961,"[47073387, 47082563]"
1945,ENSG00000228853,"[72259915, 72302695]"
5225,ENSG00000232192,"[245369746, 245397803]"
3075,ENSG00000117362,"[150237804, 150241980]"
270,ENSG00000049247,"[7903143, 7913572]"
5302,ENSG00000238243,"[248031277, 248060449]"
4875,ENSG00000162910,"[228294380, 228297013]"
1696,ENSG00000116133,"[55315306, 55352891]"
4699,ENSG00000118873,"[220321635, 220445796]"
2449,ENSG00000186086,"[108918421, 109013624]"
1911,ENSG00000223883,"[69521581, 69650686]"
3939,ENSG00000229531,"[174904084, 174923398]"
1819,ENSG00000236674,"[63825494, 63826850]"
406,ENSG00000028137,"[12227060, 12269285]"
1805,ENSG00000234318,"[63361680, 63367310]"
2987,ENSG00000270239,"[148778320, 148778606]"
2933,ENSG00000206585,"[147511004, 147511167]"
3456,ENSG00000266160,"[156955549, 156955841]"
5103,ENSG00000252290,"[237718340, 237718471]"
4773,ENSG00000232372,"[224170456, 224175856]"
5245,ENSG00000260698,"[246845410, 246848377]"
3772,ENSG00000143162,"[167498914, 167523004]"
1544,ENSG00000225767,"[50927141, 50936822]"
463,ENSG00000204480,"[13694889, 13698405]"
1223,ENSG00000199963,"[39392542, 39392649]"
5116,ENSG00000231877,"[238648745, 238701605]"
4326,ENSG00000236390,"[201642233, 201643272]"
1091,ENSG00000225313,"[33772967, 33791644]"
691,ENSG00000232037,"[22234591, 22235073]"
1241,ENSG00000201457,"[40033046, 40033180]"
103,ENSG00000107404,"[1270656, 1284730]"
3786,ENSG00000237049,"[168179854, 168180207]"
1631,ENSG00000227644,"[53538782, 53539061]"
3578,ENSG00000162735,"[160246602, 160256138]"
683,ENSG00000162551,"[21835858, 21904905]"
3015,ENSG00000240929,"[149369722, 149399226]"
3405,ENSG00000160789,"[156052364, 156109880]"
3656,ENSG00000132185,"[161676762, 161684142]"
597,ENSG00000225387,"[18712323, 18715008]"
3793,ENSG00000207974,"[168344762, 168344859]"
3991,ENSG00000228196,"[178715818, 178716889]"
4235,ENSG00000265108,"[195095811, 195095906]"
2818,ENSG00000223804,"[143647638, 143745417]"
2695,ENSG00000134247,"[117452679, 117532980]"
4517,ENSG00000232621,"[207399143, 207402547]"
2080,ENSG00000226970,"[84710017, 84710260]"
199,ENSG00000235131,"[3628764, 3630862]"
4737,ENSG00000236230,"[222262511, 222560776]"
4150,ENSG00000047410,"[186280784, 186344825]"
2121,ENSG00000224466,"[87018308, 87019025]"
323,ENSG00000231789,"[9732484, 9747613]"
1813,ENSG00000224209,"[63655660, 63782902]"
2350,ENSG00000202259,"[100466193, 100466295]"
39,ENSG00000248527,"[569076, 569756]"
2672,ENSG00000235933,"[116706905, 116708862]"
68,ENSG00000187583,"[901877, 911245]"
2410,ENSG00000240038,"[104096437, 104122156]"
2182,ENSG00000229201,"[90976467, 90999029]"
3353,ENSG00000169231,"[155165379, 155178842]"
679,ENSG00000187952,"[21754796, 21756030]"
4444,ENSG00000174529,"[205052258, 205053645]"
4374,ENSG00000117153,"[202860228, 202897764]"
2202,ENSG00000172031,"[92495539, 92529093]"
2528,ENSG00000224699,"[110925441, 110974982]"
365,ENSG00000171824,"[11126675, 11159938]"
733,ENSG00000261326,"[23607802, 23613245]"
3671,ENSG00000239887,"[162336698, 162356600]"
2341,ENSG00000156869,"[100174259, 100232187]"
2071,ENSG00000233008,"[84041459, 84326706]"
954,ENSG00000231468,"[28852830, 28853739]"
2673,ENSG00000221040,"[116821228, 116821442]"
287,ENSG00000232912,"[8484705, 8494898]"
5278,ENSG00000177535,"[247614255, 247615308]"
2549,ENSG00000156171,"[111659955, 111682838]"
2167,ENSG00000197147,"[89990395, 90063423]"
3661,ENSG00000118217,"[161736084, 161933860]"
4614,ENSG00000260805,"[212731175, 212733073]"
2425,ENSG00000237897,"[106433315, 106434052]"
1581,ENSG00000265769,"[52366592, 52366643]"
2833,ENSG00000207106,"[144311213, 144311376]"
2028,ENSG00000202263,"[78560491, 78560599]"
2062,ENSG00000234953,"[81979565, 82023387]"
3622,ENSG00000143258,"[161129240, 161135513]"
2609,ENSG00000229020,"[113466045, 113466959]"
3687,ENSG00000143248,"[163080911, 163291577]"
3929,ENSG00000152061,"[174128548, 174964445]"
2556,ENSG00000203878,"[111822681, 111828738]"
2311,ENSG00000241992,"[97048765, 97049081]"
5001,ENSG00000236497,"[232863000, 232878461]"
2686,ENSG00000238532,"[117134728, 117134821]"
4493,ENSG00000237605,"[206807994, 206808967]"
2066,ENSG00000215875,"[82187378, 82188753]"
1057,ENSG00000162526,"[32817122, 32829913]"
793,ENSG00000233755,"[25370198, 25439611]"
3290,ENSG00000252669,"[153970517, 153970627]"
5137,ENSG00000224359,"[240693752, 240694162]"
1732,ENSG00000221591,"[57431953, 57432035]"
3908,ENSG00000183831,"[173578700, 173639001]"
1097,ENSG00000234512,"[33931850, 33934555]"
1597,ENSG00000237663,"[52717734, 52718445]"
1293,ENSG00000228940,"[41403776, 41405435]"
950,ENSG00000180198,"[28832455, 28865812]"
3659,ENSG00000081721,"[161719548, 161727028]"
4065,ENSG00000224810,"[182031812, 182038388]"
4585,ENSG00000227764,"[211813037, 211827923]"
2056,ENSG00000235089,"[81674253, 81674895]"
2130,ENSG00000267734,"[87397882, 87400574]"
5233,ENSG00000225222,"[246342080, 246342506]"
828,ENSG00000266763,"[26238240, 26238313]"
5021,ENSG00000264377,"[234442213, 234442285]"
2936,ENSG00000225080,"[147601780, 147602181]"
4028,ENSG00000261831,"[179895776, 179910931]"
2982,ENSG00000237533,"[148736689, 148737087]"
722,ENSG00000227868,"[23337327, 23342343]"
5231,ENSG00000235096,"[246196853, 246198905]"
4248,ENSG00000177888,"[197122810, 197169672]"
2888,ENSG00000229828,"[146011091, 146025308]"
1595,ENSG00000224255,"[52645520, 52646225]"
3315,ENSG00000273110,"[154452488, 154453977]"
4230,ENSG00000227240,"[194118603, 194167824]"
4582,ENSG00000170385,"[211744910, 211752084]"
764,ENSG00000189266,"[24285599, 24289952]"
4399,ENSG00000188770,"[203463271, 203477992]"
2591,ENSG00000273483,"[113060421, 113061063]"
2525,ENSG00000162775,"[110881128, 110889299]"
1592,ENSG00000241745,"[52615777, 52616089]"
3853,ENSG00000094963,"[171154347, 171181822]"
1421,ENSG00000162415,"[45482071, 45771881]"
654,ENSG00000158825,"[20915441, 20945401]"
3104,ENSG00000212512,"[150854927, 150855011]"
283,ENSG00000251977,"[8352217, 8352323]"
3399,ENSG00000163479,"[155978839, 155990750]"
4379,ENSG00000234761,"[202955685, 202957710]"
2259,ENSG00000235794,"[94389942, 94390272]"
2026,ENSG00000251958,"[78554672, 78554767]"
5247,ENSG00000143653,"[246887349, 246931439]"
3783,ENSG00000224837,"[168025139, 168025660]"
5263,ENSG00000226164,"[247282971, 247283580]"
1445,ENSG00000086015,"[46252659, 46501796]"
981,ENSG00000266678,"[29758993, 29759074]"
3966,ENSG00000152092,"[176826438, 177134109]"
1153,ENSG00000116863,"[36554476, 36559533]"
4887,ENSG00000270104,"[228571815, 228572717]"
674,ENSG00000231105,"[21619783, 21626267]"
468,ENSG00000215909,"[13881496, 13882189]"
1317,ENSG00000066185,"[42896000, 42921938]"
3338,ENSG00000143537,"[155023042, 155035252]"
429,ENSG00000187545,"[12952727, 12958101]"
3400,ENSG00000160803,"[156005092, 156023585]"
1555,ENSG00000239101,"[51654135, 51654223]"
1129,ENSG00000146463,"[35734568, 35887659]"
1210,ENSG00000185668,"[38509523, 38512450]"
916,ENSG00000230833,"[28066465, 28067140]"
166,ENSG00000157916,"[2323267, 2336883]"
3059,ENSG00000184260,"[149858525, 149858961]"
4079,ENSG00000135828,"[182542769, 182558391]"
3587,ENSG00000223009,"[160473166, 160473246]"
5066,ENSG00000231582,"[235704712, 235705006]"
3579,ENSG00000122218,"[160259063, 160313190]"
2494,ENSG00000207709,"[110141515, 110141589]"
1000,ENSG00000162512,"[31342314, 31381608]"
1178,ENSG00000233621,"[37920480, 37940012]"
56,ENSG00000228794,"[762988, 794826]"
3020,ENSG00000268074,"[149424566, 149424954]"
208,ENSG00000264428,"[3800628, 3800697]"
2111,ENSG00000230285,"[86064814, 86066417]"
3778,ENSG00000250762,"[167789136, 167789486]"
1307,ENSG00000230638,"[42007740, 42010258]"
1440,ENSG00000234329,"[46116711, 46117498]"
425,ENSG00000231103,"[12897978, 12901210]"
697,ENSG00000263582,"[22330078, 22330361]"
4148,ENSG00000224691,"[186145946, 186146434]"
1265,ENSG00000188800,"[40711619, 40717363]"
3836,ENSG00000233985,"[170143544, 170210428]"
3667,ENSG00000227094,"[162286642, 162287584]"
1593,ENSG00000228407,"[52625933, 52626272]"
5106,ENSG00000243781,"[238090131, 238090905]"
2301,ENSG00000216037,"[95970532, 95970619]"
492,ENSG00000132906,"[15817327, 15853029]"
961,ENSG00000270103,"[28975112, 28975245]"
1860,ENSG00000238931,"[66037232, 66037335]"
3894,ENSG00000224228,"[172745045, 173033155]"
4776,ENSG00000263182,"[224196429, 224198314]"
3035,ENSG00000237168,"[149664577, 149664889]"
978,ENSG00000060656,"[29563028, 29653325]"
4940,ENSG00000069248,"[229577045, 229644103]"
4411,ENSG00000237379,"[203923768, 203924908]"
819,ENSG00000272478,"[26158404, 26158625]"
4052,ENSG00000234237,"[180941695, 180949868]"
1826,ENSG00000079739,"[64058947, 64125916]"
3804,ENSG00000225826,"[168756177, 168762124]"
4146,ENSG00000261729,"[185624134, 185626300]"
1467,ENSG00000079277,"[47023090, 47082515]"
4532,ENSG00000076356,"[208195587, 208417665]"
621,ENSG00000077549,"[19665267, 19812066]"
3861,ENSG00000268062,"[171314244, 171314446]"
4388,ENSG00000133048,"[203148059, 203155877]"
3048,ENSG00000183941,"[149804221, 149811339]"
1778,ENSG00000270742,"[61590405, 61590874]"
3359,ENSG00000177628,"[155204243, 155214490]"
336,ENSG00000130939,"[10092890, 10241297]"
3483,ENSG00000158473,"[158149737, 158154686]"
1083,ENSG00000236065,"[33452676, 33498070]"
2607,ENSG00000228040,"[113433389, 113433544]"
4714,ENSG00000116141,"[220701568, 220837803]"
390,ENSG00000242349,"[11901074, 11908136]"
737,ENSG00000201405,"[23696747, 23696839]"
113,ENSG00000225905,"[1355625, 1358071]"
1068,ENSG00000200591,"[33105552, 33105653]"
937,ENSG00000169403,"[28473677, 28520447]"
2299,ENSG00000237954,"[95821785, 95846556]"
1873,ENSG00000231080,"[67292625, 67294241]"
5190,ENSG00000224727,"[243430559, 243431421]"
1015,ENSG00000168528,"[31882412, 31907525]"
2883,ENSG00000196644,"[145883868, 145924373]"
257,ENSG00000227950,"[6894393, 6894678]"
4851,ENSG00000234277,"[227581292, 227618736]"
1339,ENSG00000227533,"[43424720, 43449029]"
1152,ENSG00000092850,"[36549676, 36553876]"
2264,ENSG00000226960,"[94393270, 94393858]"
992,ENSG00000162510,"[31184124, 31196434]"
3198,ENSG00000226947,"[152616869, 152617193]"
5030,ENSG00000212144,"[234729021, 234729148]"
2558,ENSG00000229283,"[111860222, 111866603]"
1009,ENSG00000084628,"[31652592, 31712401]"
3443,ENSG00000223356,"[156682004, 156682966]"
3262,ENSG00000160679,"[153606525, 153618782]"
526,ENSG00000232456,"[16361673, 16366524]"
3876,ENSG00000253060,"[171737210, 171737315]"
132,ENSG00000269737,"[1603429, 1604850]"
2462,ENSG00000162641,"[109358520, 109506106]"
35,ENSG00000225630,"[565020, 566063]"
441,ENSG00000229978,"[13162645, 13165443]"
64,ENSG00000187634,"[860260, 879955]"
2029,ENSG00000233333,"[78636165, 78636921]"
1668,ENSG00000264208,"[54519752, 54519827]"
4697,ENSG00000238576,"[220310506, 220310608]"
1282,ENSG00000233910,"[41059305, 41060025]"
2175,ENSG00000272931,"[90285733, 90286427]"
638,ENSG00000127472,"[20354672, 20417683]"
3384,ENSG00000163374,"[155629237, 155658791]"
1224,ENSG00000207466,"[39416497, 39416597]"
3680,ENSG00000162733,"[162601163, 162757190]"
4980,ENSG00000143633,"[231359509, 231376933]"
1218,ENSG00000116954,"[39303870, 39325495]"
1598,ENSG00000213735,"[52719293, 52719848]"
2725,ENSG00000223575,"[119627621, 119628577]"
2836,ENSG00000271223,"[144392143, 144392429]"
4504,ENSG00000271680,"[207079273, 207079738]"
4215,ENSG00000234871,"[192906430, 192917387]"
767,ENSG00000225315,"[24367325, 24413289]"
2572,ENSG00000121933,"[112025970, 112106584]"
4498,ENSG00000199349,"[206921325, 206921437]"
1294,ENSG00000233118,"[41407923, 41408187]"
3610,ENSG00000158773,"[161009041, 161015767]"
3649,ENSG00000244682,"[161551129, 161575452]"
1108,ENSG00000207941,"[35135200, 35135295]"
1659,ENSG00000081870,"[54382247, 54411602]"
1744,ENSG00000270209,"[59018585, 59019005]"
1278,ENSG00000227278,"[40980133, 40980729]"
3157,ENSG00000143436,"[151732119, 151736040]"
4436,ENSG00000228153,"[204633000, 204633741]"
2959,ENSG00000201183,"[147874868, 147875028]"
4548,ENSG00000196878,"[209788215, 209825811]"
2952,ENSG00000252744,"[147802396, 147802519]"
129,ENSG00000248333,"[1570603, 1590473]"
2700,ENSG00000215930,"[117637265, 117637350]"
2255,ENSG00000067334,"[94333373, 94345474]"
27,ENSG00000236743,"[459656, 461954]"
3243,ENSG00000143546,"[153362508, 153363664]"
4513,ENSG00000123838,"[207277607, 207318317]"
5199,ENSG00000268146,"[244227632, 244231211]"
452,ENSG00000237700,"[13411551, 13414482]"
1234,ENSG00000255103,"[39876151, 39882154]"
4828,ENSG00000185155,"[226411319, 226414755]"
1719,ENSG00000260971,"[56713966, 56724243]"
5113,ENSG00000234464,"[238439337, 238450316]"
3429,ENSG00000238843,"[156499122, 156499221]"
459,ENSG00000204485,"[13607431, 13611550]"
2391,ENSG00000173810,"[101736431, 101736919]"
680,ENSG00000186543,"[21760811, 21764051]"
2009,ENSG00000036549,"[78028101, 78149104]"
3652,ENSG00000162747,"[161592986, 161601753]"
2466,ENSG00000085433,"[109512836, 109584850]"
1747,ENSG00000185839,"[59096513, 59097202]"
3398,ENSG00000224276,"[155961181, 155971578]"
1954,ENSG00000223479,"[74100899, 74180897]"
361,ENSG00000120948,"[11072414, 11085796]"
1804,ENSG00000125703,"[63249806, 63331184]"
4765,ENSG00000212398,"[223877753, 223877816]"
3498,ENSG00000198703,"[158461009, 158461950]"
202,ENSG00000235169,"[3689352, 3692546]"
